ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,High-Salary
1088423,f,1992-08-09 00:00:00,90,state board,2009,82.1,state board,2998,2,B.Tech/B.E.,computer science & engineering,85,2998,0,Telangana,2014,640,530,705,0.4867470084,615,-1,376,-1,-1,-1,-1,0.99,0.7119,-0.1437,-1.1218,0.8637,1
905258,m,1992-06-04 00:00:00,82,cbse,2010,78.8,cbse,6290,1,B.Tech/B.E.,computer science & engineering,71,6290,0,Himachal Pradesh,2014,555,610,795,0.9967444869,495,-1,623,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.6147,-0.8608,1
611920,m,1991-07-05 00:00:00,62.13,state board,2010,74,bte up,64,2,B.Tech/B.E.,computer science & engineering,65.6,64,0,Uttar Pradesh,2013,475,610,415,0.9168699611,555,-1,-1,-1,-1,-1,-1,0.99,-0.2871,-0.2974,0.5262,-2.3937,0
1072574,m,1988-12-26 00:00:00,59.71,state board,2007,54.14,state board,3897,2,MCA,computer application,74.2,3897,1,Karnataka,2013,265,420,310,0.1447898895,295,-1,284,-1,-1,-1,-1,-0.3027,-1.2861,0.7785,0.2727,-1.4356,0
983779,f,1992-09-15 00:00:00,81.8,cbse,2010,71,cbse,387,2,B.Tech/B.E.,computer science & engineering,65.5,387,0,Uttar Pradesh,2015,405,625,390,0.8194165298,505,-1,-1,-1,-1,-1,-1,-0.0154,0.5454,1.547,-0.995,0.8637,0
619152,f,1992-01-14 00:00:00,79,cbse,2012,74,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,64.4,10932,0,Uttar Pradesh,2013,535,475,515,0.3760595867,-1,300,-1,-1,-1,340,-1,0.2718,0.7119,0.9322,-0.3612,-0.6692,1
591405,m,1992-01-13 00:00:00,78.8,cbse,2009,87,cbse,527,2,B.Tech/B.E.,computer engineering,77.4,527,0,Haryana,2013,570,630,870,0.9795217443,625,-1,-1,-1,-1,-1,-1,0.5591,0.0459,0.1637,0.1459,0.4805,1
344614,m,1989-08-13 00:00:00,80.67,0,2007,75.67,0,124,2,B.Tech/B.E.,information technology,81.4,124,0,Orissa,2012,515,365,535,-1,-1,-1,-1,-1,-1,-1,-1,0.626,-0.1232,-0.0537,-0.17277,-0.6035,1
1063486,m,1990-06-05 00:00:00,77.88,state board,2008,81.5,state board,14915,2,B.Tech/B.E.,electronics & telecommunications,58.54,14915,0,Maharashtra,2012,630,580,485,0.4369626481,395,-1,-1,-1,-1,324,-1,-0.8772,-1.2861,-0.9122,1.9207,0.4805,0
601624,m,1991-05-20 00:00:00,65,state board,2008,67.6,state board,272,2,B.Tech/B.E.,computer science & engineering,63.99,272,0,Punjab,2013,465,620,635,0.9837499665,635,-1,-1,-1,-1,-1,-1,-2.1698,-2.1186,-1.2196,0.0192,-2.9686,0
340788,m,1990-02-26 00:00:00,82.4,cbse,2008,68,cbse,7376,2,B.Tech/B.E.,computer engineering,67.23,7376,0,Uttar Pradesh,2012,555,485,445,0.4883479768,405,-1,-1,-1,-1,-1,-1,1.4374,0.9688,-0.0537,-1.11277,-0.2875,1
1288222,f,1991-06-15 00:00:00,73.2,cbse,2008,57.6,cbse,3725,2,B.Tech/B.E.,electronics & instrumentation eng,68.2,3725,0,Madhya Pradesh,2012,475,505,375,0.6226429158,-1,-1,407,-1,-1,-1,-1,-0.0154,0.5454,0.7785,-1.5021,-1.0524,0
1030908,f,1991-05-30 00:00:00,93,cbse,2009,87,cbse,9498,2,B.Tech/B.E.,computer science & engineering,76,9498,0,Kerala,2013,630,605,535,0.2378028398,585,-1,315,-1,-1,-1,-1,-0.5899,0.5454,-0.4511,-0.4879,0.8637,0
540835,f,1989-08-01 00:00:00,73,cbse,2007,68,cbse,7784,2,B.Tech/B.E.,information technology,78,7784,0,Uttar Pradesh,2012,475,500,415,-1,-1,-1,-1,-1,-1,-1,-1,0.9737,0.0328,-0.344,-0.1727,-0.0506,1
1129408,m,1990-04-19 00:00:00,69,state board,2009,61.3,state board,5039,2,B.Tech/B.E.,electronics and communication engineering,69,5039,0,Andhra Pradesh,2013,430,425,295,0.3387863472,175,292,-1,-1,-1,-1,-1,0.1282,0.5454,-0.6048,0.0192,-1.0524,0
53587,m,1989-06-04 00:00:00,88.53,"kolhapur divisional board, maharashtra",2006,82.33,"kolhapur divisional board, maharashtra",477,2,B.Tech/B.E.,computer engineering,60,477,1,Maharashtra,2010,575,575,665,0.9954647186,685,-1,-1,-1,-1,-1,-1,0.6646,0.0328,-0.9245,-2.1704,0.5024,1
341436,m,1990-04-25 00:00:00,86,0,2007,88.33,0,127,2,B.Tech/B.E.,information technology,74.28,127,0,Maharashtra,2012,554,655,655,0.9682374959,605,-1,-1,-1,-1,-1,-1,1.2828,1.2028,0.7083,-1.11277,0.5024,1
599523,m,1991-10-27 00:00:00,88.5,state board,2009,88.45,state board,830,2,B.Tech/B.E.,computer engineering,70,830,1,Tamil Nadu,2013,570,560,485,0.8431237267,515,-1,-1,-1,-1,-1,-1,-2.0262,0.0459,0.9322,-1.2486,0.8637,1
324982,m,1990-05-05 00:00:00,88.6,0,2007,96.75,0,6609,2,B.Tech/B.E.,electronics and communication engineering,73.71,6609,1,Tamil Nadu,2012,365,455,554,0.538386893,-1,333,-1,-1,-1,366,-1,0.2782,0.6568,-0.6343,-0.34897,-0.2875,1
700535,f,1992-05-04 00:00:00,84.6,cbse,2009,84.25,state board,447,2,B.Tech/B.E.,computer science & engineering,69,447,1,Tamil Nadu,2013,525,595,495,0.2378028398,505,-1,315,-1,-1,-1,-1,1.2772,1.2114,0.6248,-0.4879,-0.2859,0
938077,m,1993-03-08 00:00:00,86,cbse,2010,86,cbse,6874,2,B.Tech/B.E.,electrical engineering,66.67,6874,0,Uttarakhand,2014,675,610,605,0.8957765016,465,-1,-1,-1,526,-1,-1,0.4155,1.2114,-0.2974,-0.1076,0.4805,1
1095271,f,1993-03-29 00:00:00,69,state board,2009,83,state board,15313,2,B.Tech/B.E.,computer science & engineering,71.64,15313,1,Telangana,2013,500,420,430,0.744758354,375,-1,438,-1,-1,-1,-1,0.5591,1.2114,0.7785,-1.1218,1.247,0
920334,m,1994-02-20 00:00:00,77,state board,2009,67.8,state board,55,2,B.Tech/B.E.,electronics and communication engineering,68.06,55,0,Uttar Pradesh,2014,360,330,310,0.6493897148,-1,356,-1,-1,-1,313,-1,-0.8772,-2.1186,0.1637,0.9066,-1.8189,0
877224,f,1992-05-10 00:00:00,93.38,state board,2010,78.5,state board,11973,1,B.Tech/B.E.,civil engineering,65.7,11973,1,Maharashtra,2014,545,605,680,0.6796446409,-1,-1,-1,-1,-1,-1,388,0.2718,-0.4536,0.4711,-1.1218,0.0973,1
1269557,m,1990-07-30 00:00:00,52.93,state board,2008,64,state board,4793,2,B.Tech/B.E.,information technology,73,4793,0,Maharashtra,2014,325,375,370,0.9113952784,495,-1,500,-1,-1,-1,-1,0.2718,-0.1206,0.3174,-1.8824,-0.4776,0
984851,m,1993-08-20 00:00:00,78.17,state board,2010,77.85,state board,4948,2,B.Tech/B.E.,electrical engineering,76.85,4948,1,Rajasthan,2014,675,495,545,0.9976982614,-1,-1,-1,-1,676,-1,-1,1.1336,0.3789,0.1637,-0.7415,-0.6692,1
696034,m,1990-06-16 00:00:00,72.36,state board,2007,80.83,state board,879,2,B.Tech/B.E.,electronics and communication engineering,63,879,1,Tamil Nadu,2011,370,460,340,0.538386893,455,333,-1,-1,-1,-1,-1,-0.159,-0.6201,-0.2974,-1.1218,0.0973,0
509967,m,1990-07-23 00:00:00,87.33,rbse,2008,82.46,rbse,11444,2,B.Tech/B.E.,mechanical engineering,73.83,11444,0,Rajasthan,2012,640,610,650,0.9956137966,-1,-1,-1,616,-1,-1,-1,1.2828,0.8128,0.0914,-0.8778,0.6603,1
848578,m,1992-01-01 00:00:00,76,state board,2009,66,state board,7659,2,B.Tech/B.E.,information technology,72,7659,1,Rajasthan,2013,545,485,340,0.1447898895,395,-1,284,-1,-1,-1,-1,-0.159,0.8784,0.01,-1.1218,0.4805,0
455020,m,1989-12-05 00:00:00,80,cbse,2007,71,cbse,272,2,B.Tech/B.E.,computer engineering,74.97,272,0,Punjab,2012,525,455,515,0.6359787565,445,-1,-1,-1,-1,-1,-1,-3.3539,-0.5523,-2.0131,0.0623,-2.0253,1
619652,m,1989-02-16 00:00:00,84.75,state board,2008,75.6,state board,275,2,B.Tech/B.E.,electronics & telecommunications,94.7,275,1,Karnataka,2013,510,545,780,0.538386893,-1,333,-1,-1,-1,446,-1,0.2718,-0.6201,-0.6048,0.7798,0.0973,1
809524,m,1991-05-20 00:00:00,76,cbse,2009,72,cbse,11010,2,B.Tech/B.E.,electronics and communication engineering,67.8,11010,1,Karnataka,2013,590,525,635,0.4935963873,465,324,-1,-1,-1,313,-1,0.99,0.7119,1.2396,-1.5021,1.0554,1
326762,m,1991-07-26 00:00:00,63,cbse,2008,66,cbse,3879,2,B.Tech/B.E.,computer engineering,65.55,3879,0,Madhya Pradesh,2012,435,465,465,0.7040904121,465,-1,-1,-1,-1,-1,-1,-3.6631,-2.1513,0.0914,1.32553,-1.2354,1
1026255,f,1992-07-08 00:00:00,86.67,cbse,2010,74.3,state board,1373,2,B.Tech/B.E.,electronics and communication engineering,79,1373,0,Orissa,2014,710,650,500,0.4935963873,455,324,-1,-1,-1,-1,-1,0.5591,0.8784,0.4711,-0.6147,-0.0943,1
479756,m,1990-12-10 00:00:00,77.6,bharathi matriculation school,2008,71.2,jaycee matriculation school,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2012,425,605,475,0.3084005829,355,-1,-1,-1,-1,-1,-1,-0.881,0.5008,-0.4891,-0.6428,0.7788,1
360148,m,1990-07-30 00:00:00,73.06,0,2008,73.67,0,8535,2,B.Tech/B.E.,mechanical engineering,59.5,8535,0,Maharashtra,2012,395,485,415,0.9788553024,-1,-1,-1,564,-1,-1,-1,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,1
791374,m,1992-01-14 00:00:00,74.3,state board,2008,75.6,state board,52,2,B.Tech/B.E.,computer science & engineering,65.3,52,0,Uttar Pradesh,2012,520,560,485,0.8431237267,515,-1,-1,-1,-1,-1,-1,-0.5899,1.0449,0.7785,0.653,0.0973,0
898866,m,1991-10-26 00:00:00,62.4,cbse,2009,64.8,cbse,348,2,B.Tech/B.E.,mechanical engineering,63.1,348,0,Uttar Pradesh,2013,335,330,355,0.5982806915,-1,-1,-1,407,-1,-1,-1,-1.1644,0.7119,0.6248,1.1601,0.4805,0
262821,m,1989-01-29 00:00:00,76,0,2006,73,0,11025,2,B.Tech/B.E.,computer engineering,78.7,11025,0,Uttar Pradesh,2011,385,475,305,0.9168699611,555,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.3817,-0.5253,0.0284,0
30388,m,1987-12-15 00:00:00,65.16,up board,2004,60.01,up board,64,2,B.Tech/B.E.,computer engineering,71.52,64,0,Uttar Pradesh,2010,505,485,585,0.9743961125,615,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,0.672,-0.6428,0.5024,0
975579,m,1993-04-07 00:00:00,82.2,cbse,2010,81,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,81,119,0,Uttar Pradesh,2014,395,425,460,0.7833035367,525,388,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-0.7415,0.4805,0
1007916,f,1992-03-07 00:00:00,66.33,state board,2009,60,state board,279,2,B.Tech/B.E.,computer science & engineering,67.38,279,0,Uttar Pradesh,2013,580,595,520,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.0154,0.0459,0.9322,-0.1076,-1.244,0
1196019,m,1990-11-05 00:00:00,89,cbse,2009,80,cbse,55,2,B.Tech/B.E.,computer science & engineering,65.6,55,0,Uttar Pradesh,2014,595,545,500,0.744758354,465,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,1.2396,-1.8824,-1.8189,1
667532,m,1994-06-18 00:00:00,66,state board,2010,74,state board,1390,2,B.Tech/B.E.,electronics and communication engineering,75.5,1390,0,Uttar Pradesh,2015,310,460,620,0.7833035367,-1,388,-1,-1,-1,-1,-1,-2.6007,-1.4526,-1.527,0.653,-3.9266,1
848360,m,1991-04-02 00:00:00,72.2,icse,2008,67.8,cbse,3709,2,B.Tech/B.E.,mechanical engineering,70.14,3709,0,Chhattisgarh,2013,585,605,585,0.725984148,455,-1,-1,438,-1,-1,-1,1.1336,0.2124,1.0859,-1.2486,-0.2859,1
1193240,f,1992-02-28 00:00:00,88.8,cbse,2008,70.2,cbse,16673,2,B.Tech/B.E.,computer science & engineering,71,16673,0,Haryana,2013,455,555,405,0.8422483223,445,-1,469,-1,-1,-1,-1,1.1336,0.0459,0.3174,-1.8824,-0.0943,0
827594,m,1992-02-22 00:00:00,76.5,cbse,2010,81.8,cbse,47,1,B.Tech/B.E.,computer science & engineering,76.4,47,1,Delhi,2014,380,645,620,0.9912306253,675,-1,592,-1,-1,-1,-1,0.5591,1.0449,0.1637,-1.7556,0.6721,1
1242936,m,1992-12-29 00:00:00,89.2,state board,2010,91.33,state board,883,2,B.Tech/B.E.,electronics and electrical engineering,70,883,0,Tamil Nadu,2014,325,470,415,0.03056599114,375,-1,-1,-1,228,-1,-1,0.7027,-0.4536,-0.1437,-0.7415,-0.6692,0
806476,m,1992-01-30 00:00:00,85.4,cbse,2010,71.6,cbse,11759,2,B.Tech/B.E.,computer science & engineering,84,11759,0,Uttarakhand,2014,555,620,575,0.9113952784,725,-1,500,-1,-1,-1,-1,-1.8825,0.5454,-1.3733,-0.2344,1.4386,1
112075,f,1987-12-19 00:00:00,76,sslc,2006,77,"board of higher secondary examination, kerala",1000,2,B.Tech/B.E.,computer engineering,68,1000,0,Kerala,2010,465,325,295,0.276047228,345,-1,-1,-1,-1,-1,-1,1.592,0.9688,1.2525,-0.4078,0.8183,1
35248,m,1990-02-05 00:00:00,88.3,uttaranchal state board,2006,83.4,uttaranchal state board,44,2,B.Tech/B.E.,information technology,76.58,44,0,Uttar Pradesh,2011,645,605,595,0.9014895714,545,-1,-1,-1,-1,-1,-1,1.7465,0.8128,0.5269,-2.1704,0.1864,1
1293567,m,1992-05-27 00:00:00,91.4,icse,2010,81.2,cbse,11848,1,B.Tech/B.E.,computer science & engineering,73,11848,0,Bihar,2015,755,640,740,0.9988761081,685,-1,653,-1,-1,-1,-1,-0.2632,0.8993,-0.4226,-0.3414,0.1275,0
196429,m,1988-04-27 00:00:00,76,0,2006,76,0,115,2,MCA,computer application,66,115,0,Punjab,2011,665,365,375,0.4883479768,405,-1,-1,-1,-1,-1,-1,-2.1175,-0.2793,0.8171,0.8848,-0.6035,1
605285,m,1991-06-01 00:00:00,81.2,state board,2008,66,state board,272,2,B.Tech/B.E.,mechanical engineering,54.54,272,0,Punjab,2013,465,535,400,0.6541074745,295,-1,-1,420,-1,-1,-1,-0.8772,-0.9531,-1.0659,0.9066,-1.0524,1
425582,m,1990-11-03 00:00:00,68.8,cbse,2008,63,cbse,75,2,B.Tech/B.E.,information technology,65.67,75,0,Uttar Pradesh,2012,305,455,365,0.5632678237,425,-1,-1,-1,-1,-1,-1,-0.1082,-0.7473,0.2366,0.7673,0.3049,1
868872,f,1992-08-26 00:00:00,86,state board,2010,84,state board,2959,2,B.Tech/B.E.,electronics and communication engineering,75,2959,0,Tamil Nadu,2014,380,390,500,0.6493897148,-1,356,-1,-1,292,-1,-1,-0.159,0.3789,1.0859,-0.995,-1.0524,0
712570,m,1990-06-24 00:00:00,88,state board,2009,84,state board,8351,1,B.Tech/B.E.,mechanical engineering,73.1,8351,0,Karnataka,2013,745,570,695,0.04219243354,840,-1,-1,233,-1,-1,-1,-0.7335,-0.7866,-0.4511,-1.5021,-1.8189,1
362984,m,1988-01-17 00:00:00,73,wbbsce,2007,64,up,105,2,B.Tech/B.E.,electronics and communication engineering,63.81,105,0,Uttar Pradesh,2012,595,385,535,0.124502074,-1,233,-1,-1,-1,-1,-1,-0.4173,0.8128,0.0914,1.5899,-0.2875,1
337695,m,1989-02-26 00:00:00,76,state board,2006,76,0,3076,2,MCA,computer application,70,3076,0,Tamil Nadu,2012,505,545,445,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.3941,0.5008,-0.6343,0.62043,-1.3934,1
872500,f,1993-07-02 00:00:00,82.4,icse,2009,69.16,icse,347,2,B.Tech/B.E.,information technology,84,347,0,Uttar Pradesh,2014,615,470,470,0.744758354,365,-1,438,-1,-1,-1,-1,0.5591,1.3779,1.2396,-0.995,0.2889,1
960079,m,1993-06-09 00:00:00,70,state board,2010,57.8,state board,7255,2,B.Tech/B.E.,electronics and communication engineering,63,7255,0,Haryana,2014,335,485,410,0.05316030528,-1,196,-1,-1,-1,206,-1,-0.8772,-1.2861,-0.4511,-0.2344,-0.8608,0
1042309,m,1990-04-20 00:00:00,61,cbse,2008,60.4,cbse,2009,2,B.Tech/B.E.,computer science & engineering,76,2009,1,West Bengal,2013,535,480,390,0.2378028398,515,-1,315,-1,-1,-1,-1,1.4208,1.7109,0.7785,-0.995,-1.4356,1
330551,m,1991-07-29 00:00:00,80,ssc,2008,90.6,intermidiate,8818,2,B.Tech/B.E.,mechanical engineering,61,8818,1,Telangana,2012,345,495,575,0.1847715766,-1,-1,-1,306,-1,-1,-1,1.5533,1.7488,1.688,-1.1422,0.1864,0
64447,f,1988-11-14 00:00:00,77.6,0,2006,74.5,0,1648,2,B.Tech/B.E.,electronics and communication engineering,65.55,1648,1,Karnataka,2010,275,455,395,0.124502074,255,233,-1,-1,-1,-1,-1,1.1283,0.9688,1.1074,1.1199,0.8183,0
1229820,m,1992-08-15 00:00:00,80.33,state board,2010,83,state board,3801,2,B.Tech/B.E.,industrial & management engineering,80,3801,0,Karnataka,2014,490,445,465,0.9246099394,-1,-1,-1,-1,-1,-1,-1,0.99,0.5454,0.4711,-1.6289,-2.2021,1
1122707,m,1991-08-23 00:00:00,71.6,state board,2009,80.8,state board,14959,2,B.Tech/B.E.,computer science & engineering,70.38,14959,0,Madhya Pradesh,2013,420,470,415,0.2378028398,485,-1,315,-1,-1,-1,-1,0.8463,1.2114,-0.6048,1.6672,-0.0943,0
806544,m,1993-02-14 00:00:00,74,cbse,2010,70,cbse,11759,2,B.Tech/B.E.,computer science & engineering,75.3,11759,0,Uttarakhand,2014,450,495,575,0.4867470084,544,-1,376,-1,-1,-1,-1,-2.1698,-2.2851,-0.9122,0.3995,-3.1602,0
243949,m,1990-04-15 00:00:00,74,0,2008,63,0,2656,2,B.Tech/B.E.,electronics and communication engineering,65,2656,0,Haryana,2011,375,445,445,0.02331216824,-1,166,-1,-1,-1,260,-1,0.51,-0.7473,0.672,-0.7603,0.0284,1
50626,m,1987-05-30 00:00:00,69,"bseb,patna",2004,62,"bciec,patna",5399,2,B.Tech/B.E.,information technology,80,5399,0,Bihar,2009,545,545,725,0.8841225116,535,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-1.2148,1.0024,0.3444,0
820774,m,1991-08-13 00:00:00,59.2,cbse,2009,56,cbse,6741,2,B.Tech/B.E.,computer science & engineering,65,6741,0,Rajasthan,2014,440,555,310,0.9113952784,555,-1,500,-1,-1,-1,-1,-1.4517,-1.1196,-0.6048,0.9066,-0.8608,0
807302,m,1992-01-18 00:00:00,69.85,icse,2010,65.2,cbse,11759,2,B.Tech/B.E.,mechanical engineering,66.17,11759,0,Uttarakhand,2014,475,605,470,0.2067106183,-1,-1,-1,313,-1,-1,-1,-0.4463,0.0459,-0.9122,0.2727,-1.0524,0
416268,f,1991-05-24 00:00:00,80,0,2008,65,0,53,2,B.Tech/B.E.,computer engineering,76,53,0,Uttar Pradesh,2012,645,515,425,0.5632678237,425,-1,-1,-1,-1,-1,-1,1.1283,0.3838,-1.2511,-0.7603,0.6603,1
230806,f,1989-02-10 00:00:00,87,state board,2006,67,state board,974,2,B.Tech/B.E.,electronics & telecommunications,71,974,0,Maharashtra,2011,345,395,435,0.8246664007,-1,400,-1,-1,-1,260,-1,0.51,0.9688,0.9623,-0.4078,0.1864,1
955531,f,1992-10-02 00:00:00,75,cbse,2010,71.6,cbse,17244,2,B.Tech/B.E.,electronics and communication engineering,75.04,17244,0,Uttar Pradesh,2014,465,535,555,0.6493897148,345,356,-1,-1,-1,473,-1,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,1
1231982,m,1990-12-12 00:00:00,89,state board,2008,71,state board,830,2,B.Tech/B.E.,electronics and communication engineering,65.2,830,1,Tamil Nadu,2013,615,530,465,-1,405,-1,500,-1,-1,-1,-1,0.4155,0.8784,0.01,-2.3895,1.0554,0
831973,m,1992-02-17 00:00:00,77,state board,2009,91.7,state board,9748,2,B.Tech/B.E.,information technology,70,9748,1,Telangana,2014,345,340,445,0.7357957092,475,-1,-1,-1,-1,-1,-1,-1.1644,-1.9521,-1.0659,-1.1218,-0.6692,1
238392,f,1989-09-24 00:00:00,91,0,2007,82,0,1067,2,B.Tech/B.E.,information technology,76,1067,0,Karnataka,2011,425,465,525,0.8194165298,505,-1,-1,-1,-1,-1,-1,1.1283,-0.1232,0.8171,-1.7004,0.5024,1
711754,m,1989-10-28 00:00:00,82,cbse,2008,70,cbse,129,2,B.Tech/B.E.,industrial engineering,82.7,129,0,Tamil Nadu,2013,485,655,495,-1,525,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.2396,-0.2344,-0.2859,1
628223,m,1992-01-05 00:00:00,68,icse,2009,64,icse,429,2,B.Tech/B.E.,computer science & engineering,61.12,429,0,Uttar Pradesh,2013,415,400,265,0.08005528134,404,-1,253,-1,-1,-1,-1,0.99,1.0449,1.7007,1.4136,0.8637,0
361646,m,1990-07-29 00:00:00,79.68,0,2008,65.83,0,1384,2,B.Tech/B.E.,mechanical engineering,79.4,1384,0,Karnataka,2012,435,554,515,0.4906369559,-1,-1,-1,383,-1,-1,-1,-1.8083,-0.9033,-1.0697,0.2973,-0.406,0
622548,f,1989-09-26 00:00:00,72,icse,2008,62,cbse,272,2,B.Tech/B.E.,computer science & engineering,72.18,272,0,Punjab,2012,500,470,445,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,-0.1437,-0.6147,-0.4776,1
100113,f,1988-06-23 00:00:00,72,ssc,2005,74,board of intermediate,4809,2,B.Tech/B.E.,electronics & telecommunications,68.9,4809,1,Telangana,2010,315,415,385,0.538386893,465,333,-1,-1,-1,-1,-1,0.3555,-0.2793,0.2366,-1.8179,-0.6035,1
959445,m,1992-04-24 00:00:00,69.4,cbse,2010,63.4,cbse,4319,2,B.Tech/B.E.,information technology,76.4,4319,0,Punjab,2014,535,610,460,0.1447898895,535,-1,284,-1,-1,-1,-1,0.8463,0.8784,0.4711,-1.8824,0.4805,0
1090820,m,1991-01-25 00:00:00,65.4,state board,2009,65.8,state board,11736,2,B.Tech/B.E.,electronics & telecommunications,67.69,11736,0,Maharashtra,2013,455,495,465,0.4369626481,495,-1,-1,-1,-1,324,-1,-0.4463,-1.2861,1.547,-0.1076,-0.0943,0
306802,m,1990-02-28 00:00:00,62.34,cbse,2006,59,bice,4504,2,B.Tech/B.E.,electronics and communication engineering,66.66,4504,0,Madhya Pradesh,2011,565,395,555,0.2294817549,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343,0
1193152,m,1992-11-13 00:00:00,68.6,cbse,2010,64.8,cbse,1155,2,B.Tech/B.E.,electronics and communication engineering,60.3,1155,0,Uttar Pradesh,2014,535,555,560,-1,-1,-1,-1,-1,-1,-1,-1,1.2772,-0.1206,0.01,-0.6147,-0.8608,1
1202848,m,1992-07-13 00:00:00,72.6,state board,2009,82.5,state board,12860,2,B.Tech/B.E.,computer science & engineering,77.12,12860,1,Telangana,2013,605,425,295,0.6226429158,375,-1,407,-1,-1,-1,-1,0.8463,1.3779,0.1637,-2.3895,0.2889,1
337631,f,1990-08-25 00:00:00,83.5,0,2008,92.5,0,3076,2,B.Tech/B.E.,information technology,84.5,3076,0,Tamil Nadu,2012,455,515,595,0.8841225116,535,-1,-1,-1,-1,-1,-1,-1.4606,0.3448,-0.9245,0.26793,-1.2354,1
1218931,m,1994-01-09 00:00:00,73.6,cbse,2010,82.8,cbse,12022,2,B.Tech/B.E.,computer science & engineering,74.8,12022,0,Uttarakhand,2014,430,495,535,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.5591,0.5454,0.01,0.1459,-1.4356,0
214256,m,1991-12-19 00:00:00,77,cbse,2009,79.6,cbse,44,2,B.Tech/B.E.,information technology,71,44,0,Uttar Pradesh,2013,395,455,675,0.9609030872,595,-1,-1,-1,-1,-1,-1,-0.1082,1.2808,-0.0537,-0.4078,-0.643,1
246764,m,1987-05-15 00:00:00,58,bse,2005,52,chse,6570,2,MCA,computer application,61,6570,0,Orissa,2011,455,385,345,0.4138382558,385,-1,-1,-1,-1,-1,-1,1.592,-0.2793,0.8171,-1.3478,1.1343,0
46715,m,1987-09-16 00:00:00,80,state,2008,72,state,431,2,B.Tech/B.E.,electronics and communication engineering,63,431,0,Tamil Nadu,2010,515,355,455,0.3760595867,325,300,-1,-1,-1,366,-1,-1.1901,1.4368,0.2366,0.1798,0.0284,1
743526,m,1992-01-13 00:00:00,94.72,state board,2009,74.83,state board,708,2,B.Tech/B.E.,electronics and communication engineering,63.42,708,0,Karnataka,2013,645,645,765,0.3387863472,495,292,-1,-1,-1,-1,-1,1.8517,0.8784,1.7007,-2.0092,1.0554,1
983328,f,1991-04-15 00:00:00,84.6,cbse,2008,75,cbse,387,2,B.Tech/B.E.,biotechnology,76.5,387,0,Uttar Pradesh,2014,455,455,430,0.8106205074,-1,-1,-1,-1,-1,-1,-1,1.2772,0.7119,1.2396,0.3995,0.6721,0
296065,m,1990-05-02 00:00:00,92.6,mp state board,2007,86.2,isc,5400,2,B.Tech/B.E.,electronics and communication engineering,76.4,5400,0,Madhya Pradesh,2011,575,605,655,0.960603252,-1,466,-1,-1,-1,393,-1,-0.5719,0.1888,-0.7794,0.0623,-0.2875,1
552690,m,1990-03-04 00:00:00,75,cbse,2008,67,cbse,7542,2,B.Tech/B.E.,computer science & engineering,68,7542,1,Delhi,2013,440,410,370,0.6226429158,425,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,-1.0659,1.794,-0.8608,0
455244,m,1989-12-20 00:00:00,67.5,seba(assam),2008,71.8,cbse,272,2,B.Tech/B.E.,computer engineering,73.18,272,0,Punjab,2012,475,585,475,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.9737,0.3448,0.2366,-0.5253,-1.0774,1
538312,f,1991-02-15 00:00:00,85,ssc,2009,83,hsc,6196,2,B.Tech/B.E.,electronics engineering,58.87,6196,0,Maharashtra,2013,605,570,430,0.2294817549,405,266,-1,-1,-1,-1,-1,0.3555,0.9688,0.8171,-1.5828,0.0284,1
283452,m,1988-08-14 00:00:00,86.4,cbse,2005,79.8,cbse,2097,2,B.Tech/B.E.,computer engineering,81.9,2097,0,Uttar Pradesh,2011,565,585,655,0.9168699611,555,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.0914,0.1798,-0.6035,1
1154783,f,1993-07-25 00:00:00,70.6,icse,2010,58.5,state board,5508,2,B.Tech/B.E.,information technology,75,5508,0,Orissa,2014,640,505,405,0.9113952784,345,-1,500,-1,-1,-1,-1,1.1336,1.3779,0.7785,-1.8824,-0.6692,0
